sentence,outlet,topic,type,Label_bias,Label_opinion,biased_words
"Yet the drumbeat for censorship goes on as the politicians whose ideas find favor with the mainstream media want to make sure theirs are the only ideas you ever get to hear. Today it will be about money, but only because money is the means to spread ideas.",federalist,elections-2020,right,Biased,Expresses writer’s opinion,['mainstream' 'media' 'censorship' 'drumbeat']
"Women’s rights advocates were relieved late Monday when Senate Democrats blocked an extreme anti-choice bill from advancing to a floor debate—but were soon outraged by President Donald Trump’s lies about abortion care, as well as the corporate media for enabling his blatantly false characterization of the bill to stand.",alternet,abortion,left,Biased,Somewhat factual but also opinionated,['extreme' 'anti-choice' 'outraged' 'blatantly' 'false']
"Merril Hoge, one of the most outspoken critics against the alarm surrounding CTE studies, also underscored that, from his lens, demonizing sports like football does more harm to American children than good.",fox-news,sport,right,Biased,Expresses writer’s opinion,['demonizing']
The fact that the abortion rate among American blacks is far higher than the rate for whites is routinely chronicled and mourned.,federalist,abortion,right,Biased,Expresses writer’s opinion,['chronicled' 'mourned']
"After tremendous pressure on the Department of Homeland Security, Miller is advancing his agenda of not just blocking migrants from entering the country illegally, but making life in the U.S. so unbearable for legal immigrants that they leave the country.",alternet,immigration,left,Biased,Expresses writer’s opinion,['agenda' 'unbearable' 'tremendous']
"But the decline in carbon emissions caused by coronavirus-related lockdowns could easily be wiped out by efforts to quickly ramp up economies, including governments around the world that may be more willing to relax regulations to jump-start companies.",msnbc,environment,left,Non-biased,No agreement,['']
"Take the case of non-Hodgkin’s lymphoma survivor Chris Gonzalez; after being laid off by Goldman Sachs, the federal government gave him some relief by suspending his federal student loan payments. New Jersey, on the other hand, sued him and proceeded to snap up a state tax refund he was counting on.",alternet,student-debt,left,Non-biased,Somewhat factual but also opinionated,['snap' 'up']
Many of the U.S. Border Patrol agents on the front lines of the U.S. effort to secure the southern border with Mexico bristle at what they see as public misconceptions and media mischaracterization of their work.,fox-news,immigration,right,Biased,Expresses writer’s opinion,['bristle' 'mischaracterization']
"Never before have the freewheeling inclinations of some Electoral College members flipped an election, so the impact of the high court's decision may be just mathematical.",usa-today,elections-2020,center,Biased,Expresses writer’s opinion,['freewheeling']
"On one hand, naive teenagers who signed off their financial futures to leftist, anti-American institutions would catch a break. The college cartel screwed you; now here’s a government waiver to make you forever grateful to the Democrats. ",breitbart,student-debt,right,Biased,Expresses writer’s opinion,['leftist' 'naive' 'anti-American' 'screwed']
"State-backed hackers from China have targeted staffers working on the U.S. presidential campaign of Democrat Joe Biden, a senior Google security official said on Thursday. The same official said Iranian hackers had recently targeted email accounts belonging to Republican President Donald Trump’s campaign staff.",reuters,elections-2020,center,Non-biased,Entirely factual,['targeted']
"Father Horan was one of the many voices from the Catholic Left who joined the mainstream media lynching of students from Covington Catholic High School this weekend, rashly judging them as racists without bothering to ascertain what actually happened, simply because some of the boys were wearing MAGA hats.",breitbart,abortion,right,Biased,Expresses writer’s opinion,['lynching' 'rashly' 'judging']
"Even so, the results offer fresh evidence that concerns about women’s emotional health after an abortion shouldn’t factor into policies about legal access to these procedures, said Julia Steinberg, a researcher at the University of Maryland, College Park, who wasn’t involved in the study.",reuters,abortion,center,Non-biased,Entirely factual,['']
Coronavirus vaccine and quarantine protesters in America form an unholy COVID-19 alliance.,msnbc,vaccines,left,Biased,Expresses writer’s opinion,['unholy']
Trump attacking wind power is nothing new.,huffpost,environment,left,Biased,Expresses writer’s opinion,['attacking']
"Remittances from the three Central Americans countries are being spiked by the growing inflow of asylum-seeking migrants into blue-collar jobs throughout the U.S. economy, via the border’s catch-and-release laws.",breitbart,immigration,right,Non-biased,Entirely factual,['spiked' 'asylum-seeking']
"There are no more major cases against the NCAA proceeding currently, but Wilken has slowly eroded some of the NCAA’s favorite arguments and restrictions.",huffpost,sport,left,Biased,Somewhat factual but also opinionated,['eroded' 'favorite']
"Britain will ban the sale of new petrol, diesel and hybrid cars from 2035, five years earlier than planned, in an attempt to reduce air pollution that could herald the end of over a century of reliance on the internal combustion engine.",reuters,environment,center,Non-biased,Entirely factual,['herald']
"In the case of student debt cancellation, they also force people to make painful choices: Does a young couple put off getting married to get their student debt reduced? Do they wait another year before taking good jobs, so that they qualify? Must a struggling young person stay away from his parents’ home and couch-surf for a year to obtain the benefit?",alternet,student-debt,left,Biased,Expresses writer’s opinion,['painful']
